"agreement_label","agreement_confidence","comment_id","topic","error"
"Neither/Unclear",0.9,"climate_comment_255484","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_211540","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_225578","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_263686","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_211541","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_251045","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_251046","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_212067","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_255485","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_267914","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_212070","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_270826","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_266776","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_175172","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_228236","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_276011","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_217848","Climate Migration And Coastal Resilience",NA
"Agree",0.88,"climate_comment_262463","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_207058","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_191803","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_262464","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212021","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_270827","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212023","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_279832","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_212022","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_260492","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_279835","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_244807","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_269623","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_219615","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_262323","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_259976","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_262325","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_235198","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_262324","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_272748","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_263413","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_168974","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_184728","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_200665","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_274940","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_274939","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_232410","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_274941","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_274942","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_210159","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_251529","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_169617","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_208575","Climate Change Denial And Political Polarization",NA
"Disagree",0.95,"climate_comment_251528","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_279127","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_204707","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_252968","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_203984","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_252969","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_170323","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_274234","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_278708","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_276090","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_185367","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_176615","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_264488","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_170322","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_219059","Climate Change Media Engagement",NA
"Disagree",0.92,"climate_comment_237852","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_211934","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_183777","Climate Migration And Coastal Resilience",NA
"Agree",0.92,"climate_comment_237851","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_229152","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_262966","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_254760","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_229151","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_186878","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_166033","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_168835","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_193767","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_252168","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_199754","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_254118","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_175071","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_195165","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_210116","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_218605","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_258402","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_246372","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_246477","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_177172","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_173186","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_208201","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_216863","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_216866","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_187285","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_235724","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_226233","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_258401","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_246474","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_164349","Climate Migration And Coastal Resilience",NA
"Disagree",0.85,"climate_comment_270230","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_227669","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_226235","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_208202","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_167893","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_270322","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_278481","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_258342","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_204044","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_189286","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.65,"climate_comment_244411","Climate Change Denial And Political Polarization",NA
"Agree",0.9,"climate_comment_233120","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_186766","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_185803","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_222028","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_256407","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_186767","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_174242","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_264797","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.65,"climate_comment_174241","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_226485","Climate Migration And Coastal Resilience",NA
"Disagree",0.9,"climate_comment_179524","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_179523","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_271305","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_192353","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_268655","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_194739","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_256284","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_179522","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_247399","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_239199","Climate Migration And Coastal Resilience",NA
"Disagree",0.9,"climate_comment_188770","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_247401","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_247565","Climate Migration And Coastal Resilience",NA
"Disagree",0.95,"climate_comment_247402","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_212910","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_168461","Climate Migration And Coastal Resilience",NA
"Mixed/Ambiguous",0.85,"climate_comment_254535","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_217115","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_176425","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_176424","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_168462","Climate Migration And Coastal Resilience",NA
"Agree",0.85,"climate_comment_164613","Climate Migration And Coastal Resilience",NA
"Agree",0.9,"climate_comment_167471","Climate Migration And Coastal Resilience",NA
"Disagree",0.92,"climate_comment_260001","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_164612","Climate Migration And Coastal Resilience",NA
"Neither/Unclear",0.9,"climate_comment_217116","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_265596","Global Climate Change And Sustainability",NA
